age,no_of_respondents
60,333000
67,310000
64,360000
64,350000
76,302888
105,630000
106,628000
91,420000
93,482000
84,530000
84,530000
92,403000
105,515000
96,415000
91,388000
83,470000
84,485000
91,365000
83,345000
83,331000
103,450000
100,402000
106,385000
121,580000
123,600000
121,490000
128,515000
119,540000
140,800000
149,600000
148,710000
47,282000
69,395000
69,408000
69,385000
68,303000
67,370000
67,385000
74,320000
75,268000
78,348000
67,318000
75,328000
74,330000
79,316888
75,365000
68,297000
74,325000
73,295000
73,313000
73,345000
73,303000
74,355000
73,315000
73,285000
69,320000
74,300000
64,300000
64,296000
74,320000
64,293000
64,270000
73,338000
109,438000
104,455000
104,445000
93,533000
93,521000
93,575000
93,530000
91,405000
91,415000
105,430000
104,423888
92,490000
92,510000
93,570000
93,590000
93,580000
93,510000
93,555000
93,510000
93,570000
84,650888
103,430000
104,467000
107,422000
107,370000
84,390000
84,390000
84,349000
84,335000
103,400000
106,423000
102,370000
104,400000
100,373000
103,453000
103,415000
100,440000
100,423000
100,405000
104,428000
105,422000
84,390000
84,365000
84,396000
84,360000
104,415000
104,422000
108,398000
103,382000
104,380000
111,780000
122,500000
122,535000
123,575000
121,525000
123,530000
128,500000
122,570000
121,568000
121,505000
122,480000
122,560000
127,500000
126,518000
110,733000
113,718000
113,698888
121,483000
121,554000
130,505000
121,470000
126,545000
122,480000
123,557000
135,550000
121,515000
121,505000
124,475000
127,510000
119,495000
122,525000
122,550000
121,500000
122,520000
121,518000
142,745000
146,695000
137,661888
148,812000
150,780000
147,628888
148,665000
148,611888
141,590000
146,750000
40,200000
40,188000
43,165000
43,150000
66,200000
66,220000
66,275000
66,290000
67,265000
64,235000
65,235000
66,245000
65,260000
62,235000
58,215000
67,220000
65,212000
74,398000
67,315000
67,280000
67,325000
74,350000
74,418000
67,223000
67,232000
67,228000
65,256000
103,500000
105,470000
91,838000
91,830000
90,640188
90,643000
102,640000
104,540000
82,308000
82,320000
82,328000
93,420000
96,425088
103,510000
103,538000
87,340000
87,320000
87,370000
123,520000
125,538000
114,1008888
113,880000
126,880000
121,780000
121,670000
114,495000
155,630000
144,1025000
47,240000
47,210000
74,225000
76,235000
68,225000
67,205000
67,200000
60,207000
65,196000
65,204000
67,320000
66,315000
67,310000
67,300000
67,320000
67,340000
67,320000
67,265000
68,245000
73,288000
73,260000
64,255000
73,258000
102,297000
96,238000
92,415000
105,400000
96,330000
103,311000
102,388888
101,395000
90,335000
92,305000
91,335000
102,313000
102,328000
102,320000
91,315000
92,405000
92,360000
92,363000
92,390000
92,375000
101,320000
92,375000
92,360000
92,406000
92,375000
91,383000
102,338000
99,345000
92,450000
92,413000
92,430000
99,328000
92,400000
92,310500
102,298000
102,342000
91,340000
101,335000
91,305000
100,325000
100,358000
100,348000
90,342000
90,333000
100,340000
102,330000
100,365000
86,326000
100,360000
101,316000
102,360000
102,340888
100,352000
91,302000
103,318000
84,295000
84,283000
106,345000
93,310000
84,305000
123,290000
110,340000
123,375000
139,410000
121,333000
124,518000
112,510000
112,495000
136,435000
122,413000
121,400000
122,389000
122,425000
122,390000
122,391000
112,440000
129,390000
123,388000
125,495000
111,395000
118,390000
122,410000
120,380000
118,395000
122,390000
122,400000
122,390000
122,408000
121,403000
120,405000
110,373000
110,400000
110,390000
137,440000
130,433888
123,385000
124,435000
122,380000
138,445000
121,370888
127,410000
131,500000
138,508000
131,458000
142,530000
140,545000
162,600000
192,734000
47,232000
47,224500
67,428000
67,448000
67,290000
67,310000
67,313000
65,248000
64,258000
74,270000
74,255000
82,288000
68,250000
68,250000
68,265000
68,250000
67,268000
73,235000
74,270500
64,243000
67,335000
74,256000
67,245000
74,277000
67,262000
74,308000
64,236888
68,350000
67,255000
68,253000
67,270000
68,270000
67,250088
64,248000
74,255000
67,335000
67,310000
67,325000
67,318000
67,306000
68,320000
68,303000
73,265000
73,280000
64,261000
64,238000
67,275000
67,282000
92,400000
92,381000
92,385000
92,370000
92,385000
92,528000
92,403000
92,368000
84,270000
104,350000
92,395000
92,392000
92,385000
92,395000
92,373000
92,590000
92,570000
96,400000
97,440000
92,365000
92,589000
105,310000
84,320000
84,314000
89,295000
84,285000
84,300000
104,435000
84,285000
104,299500
84,270000
92,440000
92,428000
84,273000
92,395000
92,408000
108,315000
92,355000
104,392888
92,340000
93,415000
84,315000
93,315000
84,315000
96,300000
92,380000
104,330000
93,415000
96,425000
91,330000
91,325000
93,358000
96,341000
84,290000
104,352000
84,280000
84,280000
92,410000
92,410000
92,368000
92,357500
92,348000
92,390000
92,418000
92,375000
93,410000
93,350000
92,360000
92,350000
92,390000
93,330000
93,390000
93,355000
92,405000
104,340000
84,335000
84,283000
104,320000
84,286000
84,298000
83,298000
104,358000
84,323000
104,315000
88,295000
84,365500
84,276000
104,373000
91,390000
91,358000
91,315000
91,385000
112,468000
112,450000
112,470000
112,440000
112,475000
112,715000
122,430000
112,500000
112,520000
112,525000
112,472000
112,516000
112,533000
112,485000
112,493000
122,498888
122,390000
122,462000
125,423000
121,425000
121,410000
121,455000
122,395000
113,516000
113,558000
113,520000
121,365000
121,450000
122,472000
121,415000
141,550000
164,710000
142,555888
146,550000
164,742000
145,545000
164,665000
146,564500
146,550000
145,630000
44,192000
68,280000
70,469000
68,285000
74,300000
67,263000
81,302000
67,222500
68,265000
67,295000
68,246000
82,310000
68,235000
68,309000
68,220000
68,245000
67,233000
73,255000
73,370000
67,235000
73,310000
67,252000
73,250000
74,285000
74,254000
89,328000
67,220000
68,263000
75,310000
67,250000
67,445000
67,434000
67,420000
97,410000
94,578000
93,415000
98,420000
92,418000
92,368000
92,325000
93,368800
92,399000
99,408000
92,350000
91,408000
92,470000
91,478000
91,372000
99,380000
91,352000
92,388000
91,325000
92,300000
91,400000
92,419000
92,340888
90,708000
90,730000
90,718000
90,738000
118,530000
119,552800
118,560000
118,555000
120,568000
120,595000
118,518000
119,590888
123,565000
123,550000
132,635000
127,590000
110,750000
112,880000
112,840000
117,800000
164,700000
45,225000
82,315000
68,285000
67,305000
82,346800
67,285000
67,248000
82,278000
67,300000
59,230000
67,293000
60,240000
67,260000
59,225000
59,223000
59,225000
68,250000
67,260000
68,240000
68,279000
67,258000
67,500000
67,495000
66,500000
67,280000
73,285000
67,285000
67,267000
68,287000
67,278000
84,340000
67,290000
73,262000
75,325000
67,270000
93,350888
92,390000
92,380000
92,380000
92,350000
92,385000
95,340000
89,340000
87,660000
104,420000
98,377000
104,436000
101,395000
102,418000
92,350000
84,355000
93,375000
84,338000
84,375000
84,357000
105,547000
105,525000
84,330000
90,340000
90,338000
90,346000
84,368000
84,360000
82,333000
108,492000
108,498000
104,652000
119,590000
119,575000
117,450000
109,815000
121,430000
121,405000
121,430000
121,528000
121,488000
115,615000
115,588000
120,490000
123,620000
117,570000
128,608000
129,810000
118,470000
115,600000
174,740000
146,732000
146,800000
150,668000
151,640000
64,380000
104,592500
105,640000
84,450000
105,550000
84,572500
112,590000
116,680000
103,550000
105,550000
105,468000
103,475000
100,615000
104,510000
107,542000
121,683000
130,610000
121,755000
121,850000
131,705000
121,658888
121,845000
121,735000
120,625000
120,640000
147,858000
149,845000
64,239000
73,250000
67,255000
73,263000
69,238000
73,266000
68,250000
73,273000
60,240000
68,251000
73,270000
67,243000
100,350000
91,318000
96,349000
103,348000
93,330000
104,403000
101,394000
103,368000
93,310000
84,318000
103,305000
84,303000
84,315000
103,325000
94,327000
103,368000
103,348000
103,350000
94,325000
90,403000
90,430000
92,390000
90,420000
104,385000
103,370000
93,340000
103,335000
91,358888
103,402888
103,375000
93,315000
121,495000
121,510888
122,412000
132,535000
132,563000
150,649888
155,665000
149,650800
141,660888
147,590000
146,518000
147,505000
146,540000
31,157000
47,380000
47,290000
43,175000
59,340000
76,380000
75,380000
67,385000
82,530000
60,262000
65,375000
59,292000
67,315000
76,338888
74,300000
65,255000
74,315000
67,320000
67,330000
59,290000
70,300000
93,930800
92,940000
87,928000
87,959000
92,920000
90,758888
90,755000
91,605000
89,775000
94,832000
105,630000
107,520000
103,620000
90,698888
93,745000
88,385000
87,753000
92,640000
84,480000
100,760000
100,570000
98,478000
98,470000
119,850000
114,530000
117,525000
131,830000
131,850000
131,838000
113,968000
110,824000
122,638800
120,640000
120,682888
110,808000
110,725000
114,550000
47,215000
47,215000
47,238000
47,220000
47,220000
46,239000
73,265000
73,305000
68,305000
68,290000
68,335000
73,285000
67,285000
68,312000
67,325000
104,371000
100,410000
84,295000
101,405000
100,350000
102,370000
101,338000
101,458000
103,342000
103,330000
84,310000
104,300000
92,435000
92,431888
93,410000
93,450000
92,429000
92,450000
92,448000
93,443000
93,405000
93,402000
97,325000
92,330000
93,462000
93,418000
92,450000
93,425000
92,475888
92,380000
92,440000
91,370000
92,491000
93,458000
92,410000
92,472000
92,440000
121,575000
121,420000
121,385000
122,400000
120,623000
122,615000
121,450000
110,645000
110,400000
112,570000
110,495000
110,416000
112,575000
110,405000
142,550000
142,668888
146,630000
144,585000
144,605000
142,760000
127,715000
128,450000
133,465000
128,430000
54,208000
67,420000
65,410000
59,465000
60,420000
93,890000
94,980000
93,945000
87,480000
85,498000
101,600000
109,590000
83,600000
107,946000
105,560000
67,295000
74,259000
68,325000
68,307000
101,346500
103,320000
104,355000
104,322000
100,315000
112,350000
100,325000
103,350000
90,320000
104,315000
93,437000
92,315000
100,357000
106,368000
90,295000
90,300000
103,328000
111,350000
113,386000
104,366000
90,310000
106,330000
104,338000
104,345000
92,420000
92,392000
105,335000
109,316000
109,329000
100,330000
107,315000
123,390000
122,420000
110,360000
124,460000
111,350000
110,395000
110,378000
121,470000
127,485000
134,510000
133,416000
134,482000
123,602000
122,435000
132,420000
119,344000
143,520000
142,500000
142,515000
148,520000
141,528000
143,570000
153,580000
140,510000
142,550000
144,570000
73,440000
73,448000
74,539000
67,290000
68,330000
67,320000
70,623888
81,408000
67,308888
68,320000
60,500000
67,310000
67,250000
60,552000
67,308000
67,257000
67,250000
82,310000
67,250000
82,270000
90,760000
86,628000
90,703000
92,445000
82,800000
92,450000
82,763000
82,728000
80,788000
80,745000
92,465000
104,500000
104,518000
92,338000
91,339000
121,885000
119,650000
117,570000
110,800000
105,815000
105,928400
105,963000
148,690000
144,765000
45,210000
57,190000
60,220000
60,222000
56,210000
61,225000
56,215000
51,206000
56,205000
56,190000
56,228000
52,181000
66,260000
59,250000
74,318000
82,410000
66,235000
64,295000
64,291000
102,726888
85,680000
91,492000
93,698888
92,385000
124,588000
106,450000
89,350000
84,350000
84,378000
104,405000
105,396888
121,650000
120,768000
137,683888
142,770000
121,678000
144,888000
152,862000
68,320000
66,257000
66,302000
81,310000
82,315000
67,265000
67,268000
67,248000
73,270000
73,295000
67,293888
68,275000
70,300000
64,260000
64,325000
60,240000
74,343000
74,298888
67,330000
67,420000
68,383888
85,368000
90,334000
90,345000
93,438000
93,460000
93,420000
93,450000
91,400000
110,430000
96,308000
91,345000
91,309000
91,338000
91,358000
84,355000
84,335000
100,348000
84,328000
85,335000
103,370000
103,435000
103,365000
103,425000
103,400000
84,335000
101,406000
101,400000
98,400000
101,495000
103,440000
105,365000
92,359000
100,492000
111,375000
90,375000
93,355000
94,378000
101,395000
104,365000
92,427000
92,440000
92,485000
92,620000
95,485000
95,538888
95,525000
92,450000
92,500000
92,513888
110,415000
122,548888
121,440000
123,440000
131,480000
121,476000
117,508000
117,506000
121,455000
121,445000
115,440000
120,478000
112,640000
113,615000
112,633000
113,608888
112,618000
112,590000
112,683000
115,705000
115,741000
146,772000
152,630000
148,590000
137,605000
142,715000
148,858000
143,682888
82,290000
68,248000
68,268000
74,310000
68,260000
68,245000
64,335000
74,233000
86,273000
68,238000
74,250000
104,320000
92,406000
104,320000
94,260000
107,348000
98,320000
90,408000
101,495000
135,430000
120,508000
121,406000
121,450000
117,352000
121,570000
144,635000
144,770000
56,230000
59,215000
59,220000
59,200000
59,190000
59,196000
59,230000
68,247000
68,325000
65,210000
66,225000
74,235000
76,275000
68,190000
74,268000
75,260000
73,255000
73,275000
67,260000
77,292000
74,318000
73,260000
73,263000
73,275000
67,314000
64,280000
69,240000
92,400000
93,408000
93,430000
93,433000
93,427000
104,300000
94,383000
95,395000
106,488000
90,318000
104,323000
95,355000
90,353000
86,305000
94,418000
91,388000
90,400000
85,370000
90,390000
91,316000
104,326000
106,300000
107,295000
103,320000
105,300000
103,302000
103,310000
105,306000
103,320000
102,375000
103,355000
94,360000
94,400000
103,372000
105,335000
96,468888
93,435000
113,578000
113,600000
113,618000
113,570000
113,580000
120,308000
113,576500
109,384000
134,428000
134,438000
119,465000
121,360000
125,472500
133,420000
110,445000
111,445000
110,465000
110,420000
110,470000
110,460000
110,505000
111,517000
110,518000
111,551000
110,420000
112,435000
110,405000
114,450000
128,400000
127,345000
127,364000
122,375000
110,460000
112,478000
112,450000
110,390000
116,585000
116,608000
128,415000
116,425000
116,398000
126,440000
151,666000
148,500000
132,530000
132,580000
130,520000
130,555000
144,560000
81,438000
59,318000
68,285000
82,378500
65,250000
56,200000
53,190000
65,270000
65,280000
75,390000
107,560000
68,345000
67,302000
59,280000
59,240000
65,310000
85,466888
75,420000
123,615000
103,515000
103,515000
105,660000
88,408000
87,360000
119,958000
109,1040000
109,935000
129,690000
118,745000
115,645000
139,725000
65,336000
76,345000
82,540000
87,520000
88,388000
82,390000
130,768000
120,860000
68,380000
68,380000
111,400000
104,410000
104,405000
105,410000
105,428000
105,395000
105,441000
103,400000
103,398000
103,400000
108,378000
106,380000
103,370000
109,390000
108,360000
106,415000
93,540000
93,520000
93,500000
93,515000
93,525000
93,540000
93,532000
93,545000
93,480000
93,536000
93,490000
112,455000
104,393000
105,425000
104,380888
106,387000
104,395000
124,500000
120,448000
124,470000
123,420000
139,500000
126,490000
126,490000
132,475000
126,515000
113,590000
113,590000
113,640000
129,525000
129,563000
126,542000
128,515000
149,660000
149,606500
150,613888
142,600000
151,575000
149,675000
149,580000
148,567000
144,770000
143,630000
146,670000
149,700000
148,710000
144,639000
50,238000
50,267000
46,270000
46,248000
46,250000
65,365000
65,325000
69,350000
69,325000
70,348000
68,430000
68,330000
67,350000
68,360000
68,370000
68,365000
85,366000
91,345000
91,365000
90,388000
90,488000
90,448000
90,390000
92,430000
92,430000
90,470000
94,458000
94,375000
91,400000
93,545000
93,488000
93,450000
90,375000
93,475000
90,392000
90,380000
95,532000
97,550000
90,365000
93,480000
97,538888
92,440000
93,518000
96,542000
98,460000
93,560000
93,440000
93,390000
93,450000
93,535000
93,508000
92,505000
92,480000
92,405000
110,440000
110,473000
110,460000
111,405000
110,465000
110,438000
110,390000
110,455000
114,484000
110,445000
110,455000
110,488000
110,450000
111,465000
113,642800
120,685000
113,668000
110,438000
113,585000
110,480000
113,537500
115,575000
113,700000
116,655000
115,610000
113,650000
112,645000
128,575000
46,200000
47,338000
71,320000
60,275000
60,250000
73,370000
67,325000
67,613000
65,430000
65,400000
73,425000
65,390000
65,365000
65,375000
65,406000
67,560000
67,600000
60,255000
60,262000
60,245000
60,250000
93,805000
95,843888
92,832000
87,865000
92,820000
92,768000
82,485000
82,520000
82,540000
82,488000
82,418000
105,780000
88,530000
108,624000
97,810000
90,700000
85,665000
95,643000
90,700000
90,745000
90,780000
114,1100000
99,1038000
119,825000
123,650000
133,840000
124,681888
115,800000
110,850000
154,1000000
47,235000
47,230000
46,240000
68,292000
67,285000
102,340000
94,302000
102,345000
94,375000
102,346000
94,342888
94,346000
90,336000
100,355000
93,418000
93,380000
93,410000
93,375000
101,355000
90,305000
93,350000
90,341888
86,290000
111,429000
118,360000
114,413000
111,372000
110,470000
110,470000
110,406000
110,425000
115,418000
111,435000
110,348000
120,405000
126,540000
130,510000
141,510000
130,478000
130,500000
130,530000
47,232000
47,242500
47,237000
46,233000
68,337888
68,360000
68,345000
68,335888
67,420000
67,405000
67,418000
67,330000
67,330000
95,490000
95,505000
92,488000
92,432000
92,425000
92,420000
90,330000
92,450000
92,470000
92,398888
92,458888
92,380000
92,390000
92,470000
92,468000
92,425000
93,455800
92,438000
92,470000
92,436000
92,438000
92,505000
92,490000
92,485000
92,438000
95,430000
93,460000
93,438000
93,418000
92,508000
90,558000
92,546000
90,540000
90,582000
90,578000
90,435000
90,333000
85,398000
85,348000
94,370000
100,350000
92,396000
92,415000
93,439000
92,358000
92,408000
93,483000
93,385000
92,388000
92,413888
93,455000
93,458000
93,408000
93,432888
92,430000
93,430000
93,445000
95,388000
93,415000
92,445000
96,428000
96,400000
95,425000
94,425000
92,458000
93,440000
93,398000
93,380000
90,340000
91,370000
90,350000
90,350000
93,365000
93,377000
93,393888
101,368000
90,352000
100,350000
90,535000
93,580000
92,545000
92,567000
92,545000
92,555800
92,500000
92,543000
91,335000
94,399000
94,406000
92,400000
111,565000
111,600000
111,628000
112,620000
110,370000
110,450000
110,385000
110,457000
112,570000
110,440000
110,480000
115,415000
110,445000
114,396000
115,418000
115,450000
123,480000
113,578000
114,505000
113,557000
113,582888
114,435000
112,560000
112,515000
113,520000
113,550000
113,580000
114,470000
110,450888
110,420000
113,572000
122,440000
115,400000
115,415000
111,380000
111,430000
121,425000
121,415000
120,380000
120,450888
112,700000
112,615000
112,650000
110,432000
110,450000
110,375000
110,545000
113,550000
111,560000
111,586000
113,550000
125,515000
125,495000
130,559000
143,618000
141,500000
142,668000
141,510000
125,510000
67,296000
67,260000
64,309500
64,355000
70,290000
60,235000
70,303000
84,500000
84,515000
96,438000
103,610000
93,341600
91,348888
103,395000
113,450000
100,400000
100,368000
102,390000
103,360000
103,382000
104,378888
103,385000
122,720000
121,469000
122,520000
150,868000
150,640000
150,708000
147,670000
45,250000
69,398000
69,390000
69,350000
67,380000
67,420000
67,408000
62,480000
79,315000
79,320000
74,303000
72,310000
67,315000
73,332000
75,330000
74,360000
78,300000
74,295000
73,362000
73,338000
60,299888
60,265000
60,290000
74,282000
68,365000
73,285000
74,320000
64,320000
74,305000
74,325000
73,310000
104,415000
104,438000
84,355000
84,358000
104,445000
93,535000
93,571000
93,548000
93,515000
105,460000
91,402000
105,420000
93,562000
93,572000
93,566500
83,620000
84,658000
84,642000
83,650000
83,670000
117,385000
103,460000
103,427000
104,410000
107,433000
92,400000
98,398000
103,400000
105,460000
105,410000
105,386000
98,421000
104,432000
105,425000
108,410000
107,380000
107,385000
112,370000
100,393000
102,415000
89,393000
84,385500
107,415000
100,415000
100,420000
102,405000
101,433000
104,395000
103,418000
103,430000
104,405000
104,395000
104,400000
84,360000
104,473000
102,380000
102,390000
104,430000
110,795000
107,725000
128,530000
122,495000
122,552000
122,529000
121,595000
122,573000
127,535000
125,485000
123,500000
113,620000
113,645000
113,705000
109,668000
113,702000
113,725000
113,740000
133,552000
121,532000
132,500000
135,510000
122,470000
122,510000
127,602998
130,538000
120,465000
120,560000
122,520000
128,555000
121,490000
122,480000
122,475000
133,548000
146,730000
141,715000
137,618000
148,615000
146,698000
149,758000
41,215000
43,180000
68,236000
65,228000
66,210000
63,270000
60,257000
68,265000
61,222000
74,365000
74,385000
67,308000
74,378000
67,300000
67,250000
67,140000
65,268000
103,465000
91,765000
101,625000
91,620000
82,280000
103,585000
104,560000
92,737000
91,788000
76,595000
81,378888
81,388000
87,360000
132,550000
120,688000
120,675000
121,950000
122,765000
117,520000
119,500000
117,470000
117,520000
47,220000
47,225000
47,235000
47,227000
47,240000
65,183000
68,237000
68,240000
65,230000
65,215000
66,320000
69,248000
67,295000
67,335000
67,320000
67,315000
73,263000
73,298000
90,250000
105,375000
101,310000
91,330000
92,320000
105,395000
90,300000
102,325000
90,318000
103,335000
103,325000
92,382000
100,338000
92,378000
92,395000
92,380000
92,385000
107,418000
107,398888
100,340000
100,350000
92,425000
92,415000
101,305000
103,358000
101,340000
101,365000
95,348000
102,356000
102,330000
100,345000
102,327000
101,320000
102,340000
91,293000
98,335000
91,305000
91,300000
83,280000
84,270000
100,326000
103,349000
84,310000
84,320000
84,316000
106,335000
118,337000
121,350000
121,473000
122,383000
122,373000
122,380000
112,468000
121,422000
121,383000
125,410000
124,438000
110,360000
110,375000
111,430000
111,422888
119,445000
120,410000
117,385000
117,410000
123,408000
121,440000
110,448000
121,380000
119,400000
110,370000
110,380000
110,405000
122,405000
122,435000
122,400000
122,405000
121,424000
122,358000
128,400000
126,415000
173,545000
141,555000
131,510000
144,570000
141,560000
141,560000
192,750000
161,640000
189,745000
147,545000
48,215000
48,210000
67,410000
67,325000
74,265000
64,248000
68,269880
68,265000
67,305000
73,247000
68,320000
74,260000
74,260000
74,242000
67,252000
67,285000
74,248000
69,270000
74,250000
73,290000
74,256000
68,248000
74,270000
67,282000
68,270000
67,275000
67,270000
68,255000
67,278000
68,310000
73,290000
64,250000
64,248000
92,378000
92,377000
92,380000
92,400000
92,327500
92,375000
104,317000
92,408000
104,328000
84,273000
92,572000
92,400000
92,390000
92,420000
92,401000
84,283000
92,565000
92,375000
104,375000
84,288000
104,320000
104,326888
104,333000
92,410000
92,445000
92,423888
92,450000
92,365000
92,430000
104,365000
105,352000
83,325000
96,370000
103,365000
104,360000
93,310000
105,356000
104,370000
92,407000
93,360000
90,360000
93,338000
104,324000
92,418000
92,395000
92,367000
92,418000
92,430000
92,400000
92,365000
92,395000
92,380000
92,380000
93,380000
92,366000
92,410000
92,380000
93,380000
92,390000
93,400000
84,300000
89,318000
84,328000
84,308000
104,373000
105,367000
86,295000
84,290000
112,472888
112,426000
112,485000
112,498000
122,410000
112,510000
112,530000
112,530888
112,493000
122,428000
122,412000
122,405000
120,400000
126,405000
113,510000
126,457000
121,458000
121,418888
122,383000
112,510000
112,515000
112,460000
112,522000
113,515000
113,510000
113,533000
121,448000
122,490000
145,584000
146,620000
147,570000
164,690000
142,505000
145,630000
73,340000
70,460000
73,330000
68,278000
81,310000
67,260000
67,252000
68,250000
82,330000
67,258000
68,260000
67,245000
67,262000
67,240000
73,325000
81,290000
67,272000
88,390000
73,305000
67,268500
67,288000
73,305000
73,285000
68,230000
74,308000
68,228000
68,295000
67,259000
60,254000
82,265000
68,240000
68,250000
68,250000
75,305000
67,240000
67,266000
68,265888
68,269000
68,255000
82,287000
68,281000
67,278000
67,445000
67,435000
91,370000
87,638888
96,721000
94,295000
92,367000
92,350000
98,430000
98,448000
91,400000
92,368888
92,390000
91,395000
91,353000
92,340000
99,420000
92,420000
90,520000
95,638000
95,570000
95,623000
123,550000
119,540000
117,438000
133,725000
134,782000
118,570000
121,500000
111,700000
110,670000
110,585000
110,655000
117,852888
112,900000
112,800000
44,195000
45,205000
47,240000
67,295000
67,280000
67,253000
67,267000
67,265000
67,278000
67,278000
67,280000
67,263000
68,288000
67,270000
67,223000
67,270000
82,340000
59,200000
69,268000
59,215000
60,250000
68,250000
67,268000
68,252000
66,515000
63,300000
70,310000
64,265000
69,270000
63,263000
64,303000
68,285000
68,267000
65,258000
65,243000
67,275000
82,300000
67,260000
75,325000
65,260000
68,280000
68,226000
67,320000
82,330000
67,275000
68,260000
68,275000
65,270000
65,268000
91,410000
93,330000
92,340000
92,390000
92,420000
92,328000
92,605000
92,399000
92,435000
91,370000
85,599000
92,380000
91,340000
91,320000
83,335000
92,405000
92,390000
87,670000
86,735000
87,715000
87,655000
103,410000
91,362000
84,365000
84,345000
107,562000
84,317000
84,340000
90,390000
92,383000
91,360000
106,505000
106,460000
104,650000
92,380000
84,303000
121,453000
123,550000
123,510000
105,822000
123,568888
121,473000
126,400000
140,570000
115,591000
117,520000
120,535000
145,690000
143,680000
144,670000
149,675000
141,699999
145,800000
64,325000
67,399000
67,400000
68,210000
103,715000
103,480000
91,490000
84,460000
84,500000
84,390000
84,395000
105,570000
106,502888
110,490000
114,618000
107,580000
105,500000
103,518000
103,582888
108,450000
104,511000
102,600000
95,860000
106,580000
103,565000
89,550000
105,525000
127,800000
121,680000
128,745000
121,665000
132,775000
128,860000
120,1082000
120,825000
123,740000
120,645000
120,600000
120,652000
149,805000
67,246800
64,262000
67,275000
67,260000
67,262000
73,263000
68,238000
73,270000
71,256000
68,273000
68,245000
68,215000
68,258000
68,208000
60,255000
60,235000
60,265000
68,240000
73,255000
103,425000
93,340000
89,320000
93,300000
89,330000
93,350000
103,365000
116,400000
104,355000
103,380000
103,389000
92,370000
99,375000
98,305000
84,330000
84,295000
84,308000
103,335000
92,370000
92,410000
92,455000
103,406000
104,440000
104,395000
121,480000
122,405000
110,525000
115,570000
132,488000
139,520000
150,592500
150,680288
144,708000
140,535000
146,645000
143,546888
154,565000
141,530000
31,160000
31,165000
65,270000
65,300000
73,320000
69,650000
60,245000
63,320000
64,265000
59,270000
64,290000
60,530000
60,534888
88,715000
88,610000
62,600000
67,298000
75,292000
65,208000
76,350000
65,263800
65,270000
82,375000
67,302000
59,295000
67,590000
92,948000
87,950000
91,735000
93,825000
109,693000
104,530000
93,520000
103,560000
104,568000
100,615000
91,813000
89,682000
84,460000
102,620000
90,728888
90,670000
100,600000
100,590000
93,738000
93,820000
84,478000
84,385000
84,490000
100,803000
82,403888
100,585000
82,369000
91,438000
82,365000
82,407000
82,360000
115,940000
112,1065000
119,550000
114,950000
119,652000
127,730000
110,910000
110,828000
110,850000
115,812000
121,690000
118,718000
120,720000
119,815000
119,820000
47,265000
46,240000
47,238000
46,222000
68,338000
68,310000
68,305000
68,295000
68,300000
68,323000
68,338888
73,285000
73,275000
73,275000
73,288000
73,288000
73,283000
73,250000
73,270000
73,333333
68,320000
67,305000
67,305000
67,300000
67,312888
67,325000
68,310000
104,312000
84,298000
104,345000
104,330000
84,329000
104,358000
103,345000
102,355000
103,320000
103,345000
91,350000
91,340000
103,330000
105,498000
101,450000
103,325000
103,360000
104,355000
84,298000
104,345000
93,369000
92,381000
93,450000
92,428000
92,435000
92,410000
93,405888
92,445000
93,415000
92,415000
93,405888
92,428888
93,442888
93,430000
93,420000
93,450000
92,465000
93,460000
93,440000
92,431000
92,470000
92,419000
90,370000
92,445000
93,428000
92,433000
90,320000
93,443000
92,455000
90,395000
92,460000
93,470888
122,438000
122,550000
111,510000
121,570000
121,437000
122,440000
122,400000
122,490000
125,520000
120,558000
111,660000
110,660000
120,612000
122,448888
110,350000
110,395000
112,540000
113,538000
110,500000
112,575000
110,488000
110,420000
112,590000
112,540000
130,520000
130,590000
146,660000
146,640000
146,545000
142,650000
143,665000
128,450000
130,570000
104,635000
120,890000
128,833000
122,860000
55,222000
54,250000
65,320000
74,363000
60,370000
59,442588
68,470000
96,1030000
77,460000
77,460000
83,650000
112,570000
107,1232000
47,200000
47,238800
47,216000
74,260000
74,262000
73,300000
73,262000
67,234000
74,255000
101,320000
100,318000
103,345000
106,320000
102,365000
111,355000
93,390000
93,410000
93,418000
92,360888
93,376000
93,380000
93,355000
90,316888
102,330000
91,314000
102,370000
91,337000
91,310000
104,337000
104,345000
106,310000
104,350000
104,350000
105,375000
107,348000
105,335000
108,370000
109,320000
106,372000
104,388000
108,342000
100,335000
94,330000
101,335000
92,285000
103,288000
103,325000
126,410000
120,370000
121,420000
121,426888
123,420000
133,510000
124,443000
118,420000
132,440000
125,400000
124,410000
125,380000
121,392000
110,370000
122,480000
133,470000
128,380000
133,425000
130,435000
137,420000
121,402000
127,420000
127,488000
121,450000
146,580000
144,495000
150,495000
125,490000
147,575000
144,475000
144,582000
146,525000
75,508000
75,528000
70,530000
67,438000
67,346888
67,283888
60,515000
68,277500
67,258000
67,309999
60,537000
60,586000
67,328000
67,265000
67,320000
67,308000
81,375000
74,315000
74,295000
67,260000
67,275000
68,275000
68,270000
97,470000
97,483000
100,718000
91,740888
92,485000
92,508000
86,660000
90,709000
82,735000
80,700000
82,695000
80,717000
81,763000
80,748000
103,436666
91,368000
91,390000
119,660000
105,925000
105,938000
105,910000
121,660000
118,636888
150,898888
147,855000
45,210000
46,190000
45,180000
65,275000
67,285000
82,315000
